study,judge,candidate_chosen,candidate_not_chosen
students-withsolutions,23,19,13
students-withsolutions,23,13,11
students-withsolutions,23,10,4
students-withsolutions,23,3,4
students-withsolutions,23,16,13
students-withsolutions,23,16,9
students-withsolutions,23,20,8
students-withsolutions,23,18,14
students-withsolutions,23,11,1
students-withsolutions,23,5,12
students-withsolutions,23,2,12
students-withsolutions,23,2,1
students-withsolutions,23,6,14
students-withsolutions,23,17,8
students-withsolutions,23,17,14
students-withsolutions,23,12,1
students-withsolutions,23,15,3
students-withsolutions,23,15,14
students-withsolutions,23,7,5
students-withsolutions,23,7,19
students-withsolutions,24,19,12
students-withsolutions,24,10,20
students-withsolutions,24,10,16
students-withsolutions,24,10,13
students-withsolutions,24,20,15
students-withsolutions,24,4,18
students-withsolutions,24,8,14
students-withsolutions,24,11,15
students-withsolutions,24,1,10
students-withsolutions,24,1,14
students-withsolutions,24,5,7
students-withsolutions,24,5,14
students-withsolutions,24,6,10
students-withsolutions,24,6,17
students-withsolutions,24,12,16
students-withsolutions,24,7,10
students-withsolutions,24,7,3
students-withsolutions,24,7,2
students-withsolutions,24,9,1
students-withsolutions,24,9,11
students-withsolutions,25,19,17
students-withsolutions,25,10,9
students-withsolutions,25,16,1
students-withsolutions,25,20,4
students-withsolutions,25,20,12
students-withsolutions,25,4,17
students-withsolutions,25,4,19
students-withsolutions,25,18,1
students-withsolutions,25,8,1
students-withsolutions,25,11,17
students-withsolutions,25,11,3
students-withsolutions,25,5,15
students-withsolutions,25,5,18
students-withsolutions,25,2,13
students-withsolutions,25,14,20
students-withsolutions,25,12,13
students-withsolutions,25,15,14
students-withsolutions,25,7,14
students-withsolutions,25,7,3
students-withsolutions,25,9,2
students-withsolutions,26,19,6
students-withsolutions,26,13,12
students-withsolutions,26,10,7
students-withsolutions,26,10,16
students-withsolutions,26,3,6
students-withsolutions,26,20,7
students-withsolutions,26,20,5
students-withsolutions,26,4,15
students-withsolutions,26,18,12
students-withsolutions,26,11,17
students-withsolutions,26,11,14
students-withsolutions,26,1,16
students-withsolutions,26,1,18
students-withsolutions,26,1,4
students-withsolutions,26,5,17
students-withsolutions,26,14,8
students-withsolutions,26,6,17
students-withsolutions,26,15,18
students-withsolutions,26,9,10
students-withsolutions,26,9,20
students-withsolutions,27,19,16
students-withsolutions,27,19,14
students-withsolutions,27,10,13
students-withsolutions,27,16,6
students-withsolutions,27,16,12
students-withsolutions,27,16,5
students-withsolutions,27,20,15
students-withsolutions,27,18,3
students-withsolutions,27,8,4
students-withsolutions,27,8,5
students-withsolutions,27,11,20
students-withsolutions,27,1,17
students-withsolutions,27,1,8
students-withsolutions,27,2,10
students-withsolutions,27,2,11
students-withsolutions,27,14,13
students-withsolutions,27,6,4
students-withsolutions,27,6,20
students-withsolutions,27,6,9
students-withsolutions,27,15,12
students-withsolutions,28,19,15
students-withsolutions,28,19,6
students-withsolutions,28,10,8
students-withsolutions,28,3,20
students-withsolutions,28,3,14
students-withsolutions,28,16,14
students-withsolutions,28,16,3
students-withsolutions,28,8,5
students-withsolutions,28,11,4
students-withsolutions,28,11,6
students-withsolutions,28,11,19
students-withsolutions,28,11,4
students-withsolutions,28,5,11
students-withsolutions,28,5,18
students-withsolutions,28,2,12
students-withsolutions,28,2,13
students-withsolutions,28,17,18
students-withsolutions,28,15,17
students-withsolutions,28,9,16
students-withsolutions,28,9,7
students-withsolutions,29,19,13
students-withsolutions,29,13,11
students-withsolutions,29,16,14
students-withsolutions,29,20,17
students-withsolutions,29,20,19
students-withsolutions,29,4,6
students-withsolutions,29,8,15
students-withsolutions,29,8,1
students-withsolutions,29,8,4
students-withsolutions,29,8,1
students-withsolutions,29,5,3
students-withsolutions,29,5,7
students-withsolutions,29,2,18
students-withsolutions,29,2,11
students-withsolutions,29,12,6
students-withsolutions,29,12,6
students-withsolutions,29,7,13
students-withsolutions,29,9,3
students-withsolutions,29,9,2
students-withsolutions,29,9,18
students-withsolutions,30,19,13
students-withsolutions,30,19,18
students-withsolutions,30,10,6
students-withsolutions,30,10,5
students-withsolutions,30,16,5
students-withsolutions,30,16,15
students-withsolutions,30,20,6
students-withsolutions,30,4,15
students-withsolutions,30,4,1
students-withsolutions,30,18,12
students-withsolutions,30,18,11
students-withsolutions,30,8,5
students-withsolutions,30,11,3
students-withsolutions,30,5,12
students-withsolutions,30,5,9
students-withsolutions,30,14,13
students-withsolutions,30,17,6
students-withsolutions,30,7,6
students-withsolutions,30,7,12
students-withsolutions,30,9,14
students-withsolutions,31,19,15
students-withsolutions,31,19,15
students-withsolutions,31,13,18
students-withsolutions,31,10,6
students-withsolutions,31,10,19
students-withsolutions,31,16,18
students-withsolutions,31,16,9
students-withsolutions,31,20,3
students-withsolutions,31,20,8
students-withsolutions,31,20,11
students-withsolutions,31,4,12
students-withsolutions,31,8,13
students-withsolutions,31,11,8
students-withsolutions,31,5,9
students-withsolutions,31,2,9
students-withsolutions,31,2,6
students-withsolutions,31,2,3
students-withsolutions,31,17,7
students-withsolutions,31,17,4
students-withsolutions,31,9,5
students-withsolutions,32,19,17
students-withsolutions,32,19,8
students-withsolutions,32,13,15
students-withsolutions,32,10,15
students-withsolutions,32,10,2
students-withsolutions,32,16,4
students-withsolutions,32,16,12
students-withsolutions,32,20,14
students-withsolutions,32,4,17
students-withsolutions,32,18,17
students-withsolutions,32,8,3
students-withsolutions,32,11,5
students-withsolutions,32,1,19
students-withsolutions,32,5,3
students-withsolutions,32,5,6
students-withsolutions,32,2,19
students-withsolutions,32,14,12
students-withsolutions,32,7,18
students-withsolutions,32,9,7
students-withsolutions,32,9,6
students-withsolutions,33,10,5
students-withsolutions,33,10,3
students-withsolutions,33,3,19
students-withsolutions,33,16,17
students-withsolutions,33,16,2
students-withsolutions,33,16,11
students-withsolutions,33,20,12
students-withsolutions,33,20,15
students-withsolutions,33,4,11
students-withsolutions,33,18,4
students-withsolutions,33,18,9
students-withsolutions,33,8,5
students-withsolutions,33,8,13
students-withsolutions,33,1,7
students-withsolutions,33,2,15
students-withsolutions,33,2,14
students-withsolutions,33,14,9
students-withsolutions,33,6,1
students-withsolutions,33,17,12
students-withsolutions,33,7,3
students-withsolutions,34,19,4
students-withsolutions,34,10,1
students-withsolutions,34,10,13
students-withsolutions,34,3,2
students-withsolutions,34,16,6
students-withsolutions,34,16,7
students-withsolutions,34,20,18
students-withsolutions,34,4,2
students-withsolutions,34,18,6
students-withsolutions,34,8,15
students-withsolutions,34,8,12
students-withsolutions,34,11,18
students-withsolutions,34,11,2
students-withsolutions,34,1,9
students-withsolutions,34,1,14
students-withsolutions,34,5,14
students-withsolutions,34,6,12
students-withsolutions,34,15,12
students-withsolutions,34,7,2
students-withsolutions,34,9,19
students-withsolutions,35,13,1
students-withsolutions,35,13,17
students-withsolutions,35,10,8
students-withsolutions,35,10,19
students-withsolutions,35,3,17
students-withsolutions,35,3,12
students-withsolutions,35,20,17
students-withsolutions,35,20,6
students-withsolutions,35,20,1
students-withsolutions,35,4,6
students-withsolutions,35,11,19
students-withsolutions,35,11,6
students-withsolutions,35,5,13
students-withsolutions,35,5,18
students-withsolutions,35,2,18
students-withsolutions,35,14,13
students-withsolutions,35,15,17
students-withsolutions,35,15,16
students-withsolutions,35,7,11
students-withsolutions,35,9,15
students-withsolutions,36,4,12
students-withsolutions,36,9,3
students-withsolutions,37,19,14
students-withsolutions,37,19,12
students-withsolutions,37,13,6
students-withsolutions,37,10,14
students-withsolutions,37,10,20
students-withsolutions,37,16,3
students-withsolutions,37,20,13
students-withsolutions,37,20,11
students-withsolutions,37,4,5
students-withsolutions,37,18,13
students-withsolutions,37,8,4
students-withsolutions,37,8,9
students-withsolutions,37,8,1
students-withsolutions,37,11,9
students-withsolutions,37,1,3
students-withsolutions,37,2,5
students-withsolutions,37,6,7
students-withsolutions,37,6,15
students-withsolutions,37,12,9
students-withsolutions,37,7,4
students-withsolutions,38,19,3
students-withsolutions,38,19,1
students-withsolutions,38,10,3
students-withsolutions,38,16,20
students-withsolutions,38,20,4
students-withsolutions,38,18,1
students-withsolutions,38,18,15
students-withsolutions,38,8,14
students-withsolutions,38,8,5
students-withsolutions,38,11,4
students-withsolutions,38,14,13
students-withsolutions,38,6,5
students-withsolutions,38,6,3
students-withsolutions,38,12,10
students-withsolutions,38,12,17
students-withsolutions,38,15,18
students-withsolutions,38,15,18
students-withsolutions,38,7,14
students-withsolutions,38,7,13
students-withsolutions,38,9,4
students-withsolutions,39,19,5
students-withsolutions,39,19,18
students-withsolutions,39,19,16
students-withsolutions,39,13,9
students-withsolutions,39,10,11
students-withsolutions,39,20,16
students-withsolutions,39,4,13
students-withsolutions,39,18,3
students-withsolutions,39,8,2
students-withsolutions,39,11,3
students-withsolutions,39,2,17
students-withsolutions,39,2,13
students-withsolutions,39,2,20
students-withsolutions,39,14,3
students-withsolutions,39,6,8
students-withsolutions,39,15,5
students-withsolutions,39,7,14
students-withsolutions,39,7,8
students-withsolutions,39,7,15
students-withsolutions,39,9,17
students-withsolutions,40,13,3
students-withsolutions,40,10,17
students-withsolutions,40,10,12
students-withsolutions,40,10,18
students-withsolutions,40,3,9
students-withsolutions,40,16,8
students-withsolutions,40,20,19
students-withsolutions,40,4,20
students-withsolutions,40,4,9
students-withsolutions,40,18,8
students-withsolutions,40,11,15
students-withsolutions,40,11,12
students-withsolutions,40,5,1
students-withsolutions,40,5,16
students-withsolutions,40,14,16
students-withsolutions,40,14,4
students-withsolutions,40,17,1
students-withsolutions,40,15,1
students-withsolutions,40,7,13
students-withsolutions,40,7,12
students-withsolutions,41,19,18
students-withsolutions,41,10,19
students-withsolutions,41,10,3
students-withsolutions,41,3,8
students-withsolutions,41,16,17
students-withsolutions,41,16,1
students-withsolutions,41,4,2
students-withsolutions,41,11,2
students-withsolutions,41,11,18
students-withsolutions,41,5,7
students-withsolutions,41,5,3
students-withsolutions,41,2,12
students-withsolutions,41,14,1
students-withsolutions,41,17,8
students-withsolutions,41,15,20
students-withsolutions,41,15,13
students-withsolutions,41,15,8
students-withsolutions,41,7,12
students-withsolutions,41,9,14
students-withsolutions,41,9,20
students-withsolutions,42,19,7
students-withsolutions,42,19,13
students-withsolutions,42,13,11
students-withsolutions,42,10,9
students-withsolutions,42,16,15
students-withsolutions,42,16,9
students-withsolutions,42,20,1
students-withsolutions,42,20,7
students-withsolutions,42,4,6
students-withsolutions,42,18,7
students-withsolutions,42,5,3
students-withsolutions,42,2,1
students-withsolutions,42,2,13
students-withsolutions,42,2,8
students-withsolutions,42,14,2
students-withsolutions,42,12,8
students-withsolutions,42,15,6
students-withsolutions,42,7,8
students-withsolutions,42,7,12
students-withsolutions,42,9,6
students-withsolutions,43,19,6
students-withsolutions,43,13,16
students-withsolutions,43,10,14
students-withsolutions,43,10,3
students-withsolutions,43,3,6
students-withsolutions,43,16,9
students-withsolutions,43,20,19
students-withsolutions,43,4,13
students-withsolutions,43,18,1
students-withsolutions,43,18,15
students-withsolutions,43,5,1
students-withsolutions,43,2,7
students-withsolutions,43,14,4
students-withsolutions,43,17,6
students-withsolutions,43,17,5
students-withsolutions,43,17,11
students-withsolutions,43,12,10
students-withsolutions,43,15,12
students-withsolutions,43,7,16
students-withsolutions,43,9,12
students-withsolutions,44,19,18
students-withsolutions,44,13,17
students-withsolutions,44,13,17
students-withsolutions,44,10,12
students-withsolutions,44,10,6
students-withsolutions,44,3,12
students-withsolutions,44,20,2
students-withsolutions,44,20,17
students-withsolutions,44,4,2
students-withsolutions,44,8,6
students-withsolutions,44,11,17
students-withsolutions,44,11,14
students-withsolutions,44,1,3
students-withsolutions,44,1,16
students-withsolutions,44,1,18
students-withsolutions,44,5,18
students-withsolutions,44,2,5
students-withsolutions,44,14,4
students-withsolutions,44,15,17
students-withsolutions,44,15,17
